,store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost
5901,437,重庆,线下,Male,30-34,Weekday,牛仔裤,1,199.0,1,1,69
5902,229,深圳,线下,Male,30-34,Weekday,运动,1,198.0,1,2,49
5903,575,杭州,线下,Female,35-39,Weekend,T恤,1,118.0,1,2,49
5904,399,广州,线下,Female,40-44,Weekend,T恤,1,98.0,1,1,49
5905,738,深圳,线下,Male,<20,Weekday,T恤,1,149.0,1,1,49
5906,168,武汉,线下,Female,30-34,Weekday,T恤,1,78.0,1,1,49
5907,323,武汉,线下,Female,30-34,Weekday,T恤,3,597.0,3,3,49
5908,229,深圳,线下,Female,30-34,Weekend,短裤,1,40.0,1,1,19
5909,182,广州,线上,Female,30-34,Weekday,袜子,1,79.0,1,1,9
5910,611,深圳,线下,Female,30-34,Weekend,裙子,2,398.0,2,2,59
5911,335,上海,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
5912,738,深圳,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
5913,658,深圳,线下,Male,20-24,Weekend,T恤,4,316.0,4,4,49
5914,19,南京,线下,Male,40-44,Weekday,T恤,1,79.0,1,1,49
5915,420,广州,线上,Female,30-34,Weekend,T恤,1,79.0,1,1,49
5916,616,成都,线下,Female,35-39,Weekend,当季新品,1,49.0,1,1,59
5917,325,上海,线下,Male,30-34,Weekend,T恤,2,198.0,2,2,49
5918,758,杭州,线下,Male,>=60,Weekend,配件,2,298.0,2,2,29
5919,611,深圳,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
5920,255,杭州,线下,Male,25-29,Weekend,毛衣,2,348.0,2,2,99
5921,802,西安,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
5922,229,深圳,线下,Female,25-29,Weekday,T恤,1,79.0,1,1,49
5923,369,广州,线下,Male,55-59,Weekend,T恤,1,99.0,1,1,49
5924,312,杭州,线下,Female,40-44,Weekday,袜子,1,19.0,1,1,9
5925,737,深圳,线下,Female,>=60,Weekday,毛衣,2,398.0,2,2,99
5926,315,武汉,线下,Female,55-59,Weekend,袜子,1,49.0,1,1,9
5927,669,重庆,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
5928,758,杭州,线下,Female,50-54,Weekday,运动,1,198.0,1,2,49
5929,323,武汉,线下,Male,20-24,Weekday,T恤,2,168.0,2,2,49
5930,442,西安,线下,Male,55-59,Weekday,当季新品,1,79.0,1,1,59
5931,796,深圳,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
5932,312,杭州,线下,Female,40-44,Weekend,T恤,2,198.0,2,2,49
5933,611,深圳,线下,Female,25-29,Weekday,T恤,2,237.0,2,3,49
5934,208,重庆,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
5935,245,杭州,线下,Female,25-29,Weekend,毛衣,1,249.0,1,1,99
5936,759,重庆,线下,Female,<20,Weekday,T恤,1,79.0,1,1,49
5937,737,深圳,线下,Female,45-49,Weekday,T恤,1,99.0,1,1,49
5938,98,成都,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
5939,245,杭州,线下,Male,20-24,Weekday,T恤,1,69.5,1,1,49
5940,336,西安,线下,Male,>=60,Weekday,配件,1,96.0,1,1,29
5941,70,深圳,线下,Female,35-39,Weekend,短裤,3,211.0,3,3,19
5942,207,上海,线上,Female,20-24,Weekday,T恤,3,316.0,3,4,49
5943,148,深圳,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
5944,442,西安,线下,Female,55-59,Weekend,T恤,2,158.0,2,2,49
5945,449,武汉,线下,Female,40-44,Weekend,T恤,3,136.0,3,3,49
5946,21,北京,线下,Male,30-34,Weekend,T恤,2,157.0,2,2,49
5947,208,重庆,线下,Female,30-34,Weekday,T恤,2,172.0,2,2,49
5948,437,重庆,线下,Female,20-24,Weekday,当季新品,1,56.0,1,1,59
5949,256,武汉,线下,Male,35-39,Weekday,短裤,1,36.0,1,1,19
5950,605,成都,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
5951,248,杭州,线下,Female,30-34,Weekday,袜子,1,79.0,1,1,9
5952,323,武汉,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
5953,46,武汉,线下,Female,55-59,Weekday,毛衣,1,199.0,1,1,99
5954,658,深圳,线下,Male,35-39,Weekend,T恤,1,99.0,1,1,49
5955,737,深圳,线下,Female,40-44,Weekend,配件,2,198.0,2,2,29
5956,616,成都,线下,Male,25-29,Weekday,配件,1,99.0,1,1,29
5957,420,广州,线上,Female,50-54,Weekend,运动,1,66.0,1,2,49
5958,325,上海,线下,Female,45-49,Weekend,配件,2,98.0,2,2,29
5959,91,武汉,线上,Female,30-34,Weekend,T恤,2,158.0,2,2,49
5960,658,深圳,线下,Male,25-29,Weekend,T恤,5,495.0,5,5,49
5961,50,武汉,线上,Female,25-29,Weekday,袜子,1,79.0,1,1,9
5962,91,武汉,线上,Female,35-39,Weekend,T恤,1,79.0,1,1,49
5963,669,重庆,线下,Female,25-29,Weekday,毛衣,1,199.0,1,1,99
5964,98,成都,线下,Female,20-24,Weekday,短裤,1,80.0,1,2,19
5965,737,深圳,线下,Female,35-39,Weekday,T恤,2,158.0,2,2,49
5966,323,武汉,线下,Female,55-59,Weekday,配件,4,292.0,4,4,29
5967,50,武汉,线上,Female,20-24,Weekend,配件,1,99.0,1,1,29
5968,68,重庆,线上,Female,30-34,Weekday,T恤,3,229.5,3,3,49
5969,575,杭州,线下,Female,20-24,Weekday,T恤,5,472.44,5,6,49
5970,442,西安,线下,Male,30-34,Weekday,短裤,1,40.0,1,1,19
5971,168,武汉,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
5972,19,南京,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
5973,19,南京,线下,Female,30-34,Weekday,牛仔裤,3,154.0,3,3,69
5974,375,广州,线上,Male,<20,Weekday,当季新品,1,111.0,1,2,59
5975,496,上海,线下,Male,30-34,Weekday,牛仔裤,1,39.0,1,1,69
5976,430,成都,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
5977,248,杭州,线下,Male,20-24,Weekday,牛仔裤,1,59.0,1,1,69
5978,649,杭州,线下,Female,40-44,Weekday,当季新品,1,79.0,1,1,59
5979,520,杭州,线下,Female,45-49,Weekend,T恤,1,99.0,1,1,49
5980,182,广州,线上,Male,25-29,Weekday,T恤,1,99.0,1,1,49
5981,737,深圳,线下,Female,30-34,Weekday,袜子,1,79.0,1,1,9
5982,182,广州,线上,Female,<20,Weekday,T恤,1,99.0,1,1,49
5983,480,重庆,线下,Female,30-34,Weekend,T恤,2,78.0,2,2,49
5984,430,成都,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
5985,605,成都,线下,Female,45-49,Weekday,牛仔裤,1,39.0,1,1,69
5986,369,广州,线下,Female,25-29,Weekend,牛仔裤,1,39.0,1,1,69
5987,658,深圳,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
5988,52,武汉,线上,Male,<20,Weekday,T恤,1,198.0,1,2,49
5989,375,广州,线上,Male,30-34,Weekday,配件,4,592.0,4,4,29
5990,315,武汉,线下,Female,>=60,Weekday,T恤,1,79.0,1,1,49
5991,245,杭州,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
5992,28,武汉,线上,Male,20-24,Weekday,T恤,2,198.0,2,2,49
5993,802,西安,线下,Female,55-59,Weekday,T恤,1,95.0,1,1,49
5994,50,武汉,线上,Male,30-34,Weekday,毛衣,2,398.0,2,2,99
5995,248,杭州,线下,Male,<20,Weekday,T恤,2,168.34,2,2,49
5996,70,深圳,线下,Male,>=60,Weekend,裙子,1,79.0,1,1,59
5997,437,重庆,线下,Male,25-29,Weekday,配件,4,495.0,4,5,29
5998,479,深圳,线下,Male,35-39,Weekday,T恤,1,19.0,1,1,49
5999,420,广州,线上,Male,35-39,Weekday,T恤,2,158.0,2,2,49
6000,399,广州,线下,Female,35-39,Weekend,T恤,2,248.0,2,2,49
6001,245,杭州,线下,Female,35-39,Weekday,T恤,4,395.0,4,5,49
6002,759,重庆,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
6003,19,南京,线下,Male,50-54,Weekday,配件,1,39.0,1,1,29
6004,360,成都,线下,Female,35-39,Weekday,配件,5,335.0,5,5,29
6005,146,杭州,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
6006,758,杭州,线下,Female,25-29,Weekday,T恤,1,79.0,1,1,49
6007,496,上海,线下,Male,50-54,Weekend,T恤,1,79.0,1,1,49
6008,449,武汉,线下,Female,35-39,Weekday,T恤,1,59.0,1,1,49
6009,70,深圳,线下,Female,45-49,Weekend,T恤,2,177.0,2,2,49
6010,19,南京,线下,Female,35-39,Weekend,T恤,1,59.0,1,1,49
6011,315,武汉,线下,Male,35-39,Weekend,毛衣,1,199.0,1,1,99
6012,575,杭州,线下,Female,35-39,Weekday,T恤,1,56.61,1,1,49
6013,229,深圳,线下,Male,35-39,Weekend,当季新品,1,119.0,1,1,59
6014,245,杭州,线下,Female,20-24,Weekday,毛衣,1,199.0,1,1,99
6015,135,上海,线下,Female,25-29,Weekday,T恤,5,450.5,5,6,49
6016,831,杭州,线下,Female,30-34,Weekend,当季新品,1,79.0,1,1,59
6017,21,北京,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
6018,420,广州,线上,Female,35-39,Weekday,T恤,2,198.0,2,2,49
6019,50,武汉,线上,Male,30-34,Weekday,毛衣,2,498.0,2,2,99
6020,312,杭州,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
6021,148,深圳,线下,Female,40-44,Weekend,T恤,1,79.0,1,1,49
6022,229,深圳,线下,Female,40-44,Weekend,配件,1,79.0,1,1,29
6023,146,杭州,线下,Female,25-29,Weekday,T恤,2,198.0,2,2,49
6024,605,成都,线下,Male,30-34,Weekend,牛仔裤,1,59.0,1,1,69
6025,325,上海,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
6026,68,重庆,线上,Female,25-29,Weekday,T恤,1,158.0,1,2,49
6027,375,广州,线上,Female,25-29,Weekend,T恤,9,1841.0,9,9,49
6028,146,杭州,线下,Female,50-54,Weekday,当季新品,2,149.0,2,2,59
6029,738,深圳,线下,Female,>=60,Weekday,配件,1,59.0,1,1,29
6030,135,上海,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
6031,575,杭州,线下,Female,25-29,Weekday,毛衣,2,448.0,2,2,99
6032,142,上海,线下,Female,50-54,Weekday,运动,1,149.0,1,1,49
6033,737,深圳,线下,Male,40-44,Weekend,短裤,1,33.0,1,1,19
6034,255,杭州,线下,Female,30-34,Weekend,T恤,2,138.0,2,2,49
6035,658,深圳,线下,Female,40-44,Weekday,牛仔裤,3,477.0,3,3,69
6036,207,上海,线上,Male,25-29,Weekend,T恤,2,198.0,2,2,49
6037,648,西安,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
6038,758,杭州,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
6039,52,武汉,线上,Male,25-29,Weekday,T恤,1,99.0,1,1,49
6040,738,深圳,线下,Female,25-29,Weekend,当季新品,1,192.0,1,1,59
6041,280,深圳,线下,Male,55-59,Weekend,毛衣,1,249.0,1,1,99
6042,21,北京,线下,Female,35-39,Weekday,T恤,3,347.0,3,3,49
6043,519,杭州,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
6044,229,深圳,线下,Male,35-39,Weekday,牛仔裤,1,59.0,1,1,69
6045,325,上海,线下,Female,45-49,Weekend,短裤,1,39.0,1,1,19
6046,20,深圳,线下,Female,35-39,Weekend,T恤,1,39.0,1,1,49
6047,148,深圳,线下,Male,25-29,Weekend,毛衣,1,149.0,1,1,99
6048,831,杭州,线下,Female,25-29,Weekday,短裤,1,33.0,1,1,19
6049,255,杭州,线下,Female,40-44,Weekend,T恤,1,59.0,1,1,49
6050,21,北京,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
6051,280,深圳,线下,Female,25-29,Weekday,T恤,1,79.0,1,1,49
6052,336,西安,线下,Male,35-39,Weekend,当季新品,1,199.0,1,1,59
6053,168,武汉,线下,Female,30-34,Weekend,T恤,2,78.0,2,2,49
6054,658,深圳,线下,Female,25-29,Weekend,T恤,7,647.0,7,7,49
6055,669,重庆,线下,Male,50-54,Weekday,T恤,1,79.0,1,1,49
6056,420,广州,线上,Male,>=60,Weekday,T恤,1,59.0,1,1,49
6057,420,广州,线上,Female,35-39,Weekday,当季新品,2,273.0,2,2,59
6058,369,广州,线下,Male,45-49,Weekend,毛衣,1,249.0,1,1,99
6059,480,重庆,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
6060,335,上海,线下,Male,25-29,Weekend,短裤,1,40.0,1,1,19
6061,208,重庆,线下,Male,35-39,Weekend,T恤,1,79.0,1,1,49
6062,605,成都,线下,Male,<20,Weekday,T恤,1,198.0,1,2,49
6063,91,武汉,线上,Female,30-34,Weekday,裙子,1,149.0,1,1,59
6064,21,北京,线下,Female,25-29,Weekday,配件,2,78.0,2,2,29
6065,831,杭州,线下,Male,35-39,Weekday,牛仔裤,1,59.0,1,1,69
6066,648,西安,线下,Female,25-29,Weekend,当季新品,6,472.0,6,7,59
6067,758,杭州,线下,Female,35-39,Weekend,T恤,4,196.0,4,4,49
6068,336,西安,线下,Female,35-39,Weekday,牛仔裤,1,39.0,1,1,69
6069,20,深圳,线下,Female,25-29,Weekday,配件,2,158.0,2,2,29
6070,46,武汉,线下,Male,30-34,Weekday,当季新品,2,128.0,2,2,59
6071,32,武汉,线上,Male,35-39,Weekday,运动,2,66.0,2,2,49
6072,479,深圳,线下,Female,25-29,Weekend,当季新品,28,4946.0,28,30,59
6073,336,西安,线下,Male,20-24,Weekday,T恤,1,149.0,1,1,49
6074,616,成都,线下,Male,30-34,Weekday,裙子,1,99.0,1,1,59
6075,182,广州,线上,Female,45-49,Weekday,T恤,2,198.0,2,2,49
6076,280,深圳,线下,Female,<20,Weekday,T恤,5,693.0,6,7,49
6077,68,重庆,线上,Female,25-29,Weekday,当季新品,2,133.0,2,2,59
6078,315,武汉,线下,Female,20-24,Weekend,T恤,1,59.0,1,1,49
6079,737,深圳,线下,Male,35-39,Weekday,T恤,1,79.0,1,1,49
6080,442,西安,线下,Female,20-24,Weekend,T恤,2,158.0,2,2,49
6081,28,武汉,线上,Female,20-24,Weekend,袜子,2,65.0,2,3,9
6082,648,西安,线下,Female,25-29,Weekend,T恤,4,396.0,4,4,49
6083,375,广州,线上,Male,25-29,Weekday,毛衣,7,1243.0,7,7,99
6084,280,深圳,线下,Female,25-29,Weekend,毛衣,3,497.0,3,3,99
6085,399,广州,线下,Female,40-44,Weekend,T恤,1,59.0,1,1,49
6086,375,广州,线上,Female,20-24,Weekday,袜子,1,27.0,1,1,9
6087,437,重庆,线下,Male,<20,Weekend,袜子,1,20.0,1,1,9
6088,229,深圳,线下,Female,30-34,Weekday,配件,2,138.0,2,2,29
6089,70,深圳,线下,Female,30-34,Weekday,T恤,1,59.0,1,1,49
6090,70,深圳,线下,Female,35-39,Weekday,T恤,3,257.0,3,3,49
6091,68,重庆,线上,Female,25-29,Weekday,T恤,1,79.0,1,1,49
6092,312,杭州,线下,Male,>=60,Weekday,牛仔裤,1,19.0,1,1,69
6093,831,杭州,线下,Female,40-44,Weekday,T恤,1,158.0,1,2,49
6094,369,广州,线下,Female,25-29,Weekday,裙子,4,990.56,4,5,59
6095,19,南京,线下,Male,20-24,Weekend,短裤,1,40.0,1,1,19
6096,831,杭州,线下,Female,20-24,Weekday,袜子,1,38.0,1,2,9
6097,245,杭州,线下,Female,20-24,Weekday,运动,1,27.32,1,1,49
6098,98,成都,线下,Male,30-34,Weekend,袜子,3,158.0,3,6,9
6099,519,杭州,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
6100,229,深圳,线下,Female,40-44,Weekend,T恤,1,39.0,1,1,49
6101,336,西安,线下,Female,25-29,Weekend,当季新品,8,1211.0,8,8,59
6102,142,上海,线下,Female,45-49,Weekend,牛仔裤,2,346.0,2,2,69
6103,369,广州,线下,Female,20-24,Weekend,配件,2,394.0,2,2,29
6104,207,上海,线上,Female,25-29,Weekday,短裤,3,111.0,3,3,19
6105,248,杭州,线下,Female,35-39,Weekday,T恤,12,627.0,12,13,49
6106,229,深圳,线下,Female,45-49,Weekday,当季新品,6,693.0,6,7,59
6107,91,武汉,线上,Male,<20,Weekday,配件,1,209.6,1,1,29
6108,420,广州,线上,Female,30-34,Weekday,T恤,1,99.0,1,1,49
6109,248,杭州,线下,Male,35-39,Weekend,运动,2,298.0,2,2,49
6110,831,杭州,线下,Male,<20,Weekday,配件,1,199.0,1,1,29
6111,208,重庆,线下,Male,25-29,Weekend,运动,1,39.0,1,1,49
6112,737,深圳,线下,Female,30-34,Weekday,T恤,2,198.0,2,2,49
6113,280,深圳,线下,Female,20-24,Weekday,T恤,2,178.0,2,2,49
6114,229,深圳,线下,Female,35-39,Weekend,当季新品,1,54.0,1,1,59
6115,21,北京,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
6116,312,杭州,线下,Female,35-39,Weekend,当季新品,1,79.0,1,1,59
6117,648,西安,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
6118,520,杭州,线下,Female,35-39,Weekday,袜子,4,76.0,4,4,9
6119,168,武汉,线下,Female,25-29,Weekend,T恤,1,158.0,2,2,49
6120,137,西安,线上,Female,30-34,Weekend,当季新品,1,57.0,1,1,59
6121,796,深圳,线下,Female,25-29,Weekend,牛仔裤,1,174.0,2,3,69
6122,256,武汉,线下,Female,25-29,Weekday,T恤,1,79.0,1,1,49
6123,420,广州,线上,Male,>=60,Weekend,T恤,3,237.0,3,3,49
6124,420,广州,线上,Female,25-29,Weekday,短裤,2,64.0,2,2,19
6125,168,武汉,线下,Female,25-29,Weekday,袜子,2,158.0,2,2,9
6126,137,西安,线上,Female,35-39,Weekday,T恤,2,198.0,2,2,49
6127,256,武汉,线下,Female,55-59,Weekend,当季新品,4,819.0,4,5,59
6128,208,重庆,线下,Male,35-39,Weekday,T恤,1,38.0,1,1,49
6129,231,广州,线下,Male,35-39,Weekend,T恤,2,78.0,2,2,49
6130,420,广州,线上,Male,25-29,Weekend,短裤,1,40.0,1,1,19
6131,182,广州,线上,Female,25-29,Weekday,配件,1,99.0,1,1,29
6132,52,武汉,线上,Female,25-29,Weekend,T恤,4,316.0,4,4,49
6133,28,武汉,线上,Male,25-29,Weekend,T恤,1,79.0,1,1,49
6134,335,上海,线下,Female,35-39,Weekday,当季新品,1,38.0,1,1,59
6135,312,杭州,线下,Female,35-39,Weekend,T恤,2,118.0,2,2,49
6136,616,成都,线下,Female,25-29,Weekday,牛仔裤,2,158.0,2,2,69
6137,449,武汉,线下,Male,20-24,Weekend,当季新品,1,99.0,1,1,59
6138,399,广州,线下,Male,20-24,Weekday,配件,1,99.0,1,1,29
6139,575,杭州,线下,Female,35-39,Weekend,T恤,1,39.0,1,1,49
6140,480,重庆,线下,Female,25-29,Weekday,T恤,2,178.0,2,2,49
6141,248,杭州,线下,Male,35-39,Weekday,配件,1,79.0,1,1,29
6142,231,广州,线下,Female,30-34,Weekday,运动,2,72.0,2,3,49
6143,315,武汉,线下,Female,20-24,Weekend,袜子,1,27.0,1,1,9
6144,315,武汉,线下,Male,>=60,Weekday,短裤,1,40.0,1,1,19
6145,98,成都,线下,Male,>=60,Weekend,运动,1,19.0,1,1,49
6146,669,重庆,线下,Female,40-44,Weekday,牛仔裤,1,39.0,1,1,69
6147,168,武汉,线下,Male,>=60,Weekday,T恤,1,59.0,1,1,49
6148,802,西安,线下,Female,40-44,Weekend,配件,1,79.0,1,1,29
6149,248,杭州,线下,Male,50-54,Weekday,运动,1,33.0,1,1,49
6150,207,上海,线上,Female,25-29,Weekday,袜子,2,106.0,2,4,9
6151,802,西安,线下,Female,30-34,Weekend,配件,3,254.0,3,3,29
6152,420,广州,线上,Male,35-39,Weekend,T恤,1,39.0,1,1,49
6153,479,深圳,线下,Male,20-24,Weekday,袜子,1,26.64,1,2,9
6154,796,深圳,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
6155,135,上海,线下,Female,35-39,Weekday,牛仔裤,2,398.0,2,2,69
6156,52,武汉,线上,Female,20-24,Weekend,毛衣,1,249.0,1,1,99
6157,479,深圳,线下,Female,30-34,Weekday,T恤,2,138.0,2,2,49
6158,207,上海,线上,Male,40-44,Weekend,牛仔裤,1,79.0,1,1,69
6159,737,深圳,线下,Female,35-39,Weekday,运动,1,33.0,1,1,49
6160,360,成都,线下,Female,20-24,Weekday,T恤,1,149.0,1,1,49
6161,430,成都,线下,Female,25-29,Weekday,T恤,1,59.0,1,1,49
6162,360,成都,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
6163,52,武汉,线上,Female,30-34,Weekday,袜子,1,79.0,1,1,9
6164,449,武汉,线下,Female,25-29,Weekday,T恤,1,55.0,1,1,49
6165,146,杭州,线下,Female,35-39,Weekend,短裤,1,40.0,1,1,19
6166,70,深圳,线下,Male,25-29,Weekday,当季新品,1,56.0,1,1,59
6167,20,深圳,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
6168,479,深圳,线下,Male,>=60,Weekend,T恤,1,78.0,1,2,49
6169,50,武汉,线上,Female,35-39,Weekday,运动,1,39.0,1,1,49
6170,430,成都,线下,Female,50-54,Weekday,当季新品,1,79.0,1,1,59
6171,479,深圳,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
6172,20,深圳,线下,Female,50-54,Weekend,裙子,1,99.0,1,1,59
6173,142,上海,线下,Female,<20,Weekend,T恤,1,79.0,1,1,49
6174,50,武汉,线上,Male,40-44,Weekday,T恤,1,79.0,1,1,49
6175,19,南京,线下,Female,25-29,Weekend,袜子,3,237.0,3,3,9
6176,479,深圳,线下,Female,30-34,Weekday,T恤,5,355.0,5,5,49
6177,430,成都,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
6178,208,重庆,线下,Male,>=60,Weekend,T恤,1,149.0,1,1,49
6179,315,武汉,线下,Female,25-29,Weekday,牛仔裤,1,59.0,1,1,69
6180,437,重庆,线下,Female,50-54,Weekend,当季新品,1,149.0,1,1,59
6181,91,武汉,线上,Female,35-39,Weekday,牛仔裤,1,59.0,1,1,69
6182,442,西安,线下,Female,25-29,Weekday,T恤,2,158.0,2,2,49
6183,182,广州,线上,Female,25-29,Weekday,T恤,5,495.0,5,5,49
6184,738,深圳,线下,Female,25-29,Weekend,短裤,1,40.0,1,1,19
6185,20,深圳,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
6186,737,深圳,线下,Female,50-54,Weekend,袜子,1,79.0,1,1,9
6187,616,成都,线下,Female,35-39,Weekday,当季新品,3,205.0,3,3,59
6188,315,武汉,线下,Female,20-24,Weekend,牛仔裤,1,39.0,1,1,69
6189,229,深圳,线下,Female,20-24,Weekday,T恤,1,97.0,1,1,49
6190,360,成都,线下,Female,40-44,Weekend,运动,1,78.0,1,2,49
6191,737,深圳,线下,Female,40-44,Weekday,当季新品,2,291.0,2,3,59
6192,375,广州,线上,Female,25-29,Weekday,T恤,1,79.0,1,1,49
6193,245,杭州,线下,Female,30-34,Weekday,T恤,4,396.0,4,4,49
6194,616,成都,线下,Male,20-24,Weekday,当季新品,1,79.0,1,1,59
6195,137,西安,线上,Female,35-39,Weekday,配件,3,276.0,3,4,29
6196,148,深圳,线下,Female,35-39,Weekend,T恤,1,198.0,1,2,49
6197,802,西安,线下,Male,20-24,Weekend,当季新品,1,55.46,1,1,59
6198,20,深圳,线下,Female,40-44,Weekday,袜子,1,39.0,1,1,9
6199,255,杭州,线下,Female,30-34,Weekday,牛仔裤,1,39.0,1,1,69
6200,229,深圳,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
6201,50,武汉,线上,Male,35-39,Weekday,T恤,1,99.0,1,1,49
6202,146,杭州,线下,Male,25-29,Weekday,袜子,1,26.0,1,1,9
6203,605,成都,线下,Female,30-34,Weekend,T恤,2,891.0,2,9,49
6204,135,上海,线下,Female,35-39,Weekday,T恤,4,195.0,4,4,49
6205,137,西安,线上,Female,20-24,Weekend,牛仔裤,1,199.0,1,1,69
6206,315,武汉,线下,Female,45-49,Weekday,牛仔裤,3,547.0,3,3,69
6207,229,深圳,线下,Female,35-39,Weekday,短裤,1,40.0,1,1,19
6208,32,武汉,线上,Male,30-34,Weekend,T恤,1,99.0,1,1,49
6209,796,深圳,线下,Female,40-44,Weekend,T恤,1,79.0,1,1,49
6210,375,广州,线上,Female,40-44,Weekday,配件,4,316.0,4,4,29
6211,248,杭州,线下,Female,30-34,Weekday,当季新品,1,79.0,1,1,59
6212,611,深圳,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
6213,399,广州,线下,Female,55-59,Weekday,T恤,1,76.0,1,1,49
6214,28,武汉,线上,Female,35-39,Weekday,当季新品,3,316.0,3,4,59
6215,70,深圳,线下,Female,30-34,Weekend,袜子,1,39.0,1,2,9
6216,315,武汉,线下,Female,20-24,Weekday,T恤,1,158.0,1,2,49
6217,479,深圳,线下,Female,>=60,Weekend,牛仔裤,1,59.0,1,1,69
6218,312,杭州,线下,Male,35-39,Weekend,袜子,1,79.0,1,1,9
6219,802,西安,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
6220,336,西安,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
6221,496,上海,线下,Female,35-39,Weekend,T恤,6,254.0,6,6,49
6222,496,上海,线下,Female,40-44,Weekday,毛衣,1,79.0,1,1,99
6223,325,上海,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
6224,137,西安,线上,Male,>=60,Weekday,配件,1,29.0,1,1,29
6225,68,重庆,线上,Female,20-24,Weekend,T恤,1,99.0,1,1,49
6226,142,上海,线下,Male,25-29,Weekend,毛衣,1,149.0,1,1,99
6227,480,重庆,线下,Female,30-34,Weekday,牛仔裤,3,543.0,3,3,69
6228,335,上海,线下,Female,55-59,Weekend,T恤,1,129.0,1,1,49
6229,50,武汉,线上,Male,20-24,Weekend,T恤,1,55.5,1,1,49
6230,208,重庆,线下,Female,25-29,Weekend,T恤,1,97.0,1,1,49
6231,737,深圳,线下,Female,50-54,Weekday,T恤,1,149.0,1,1,49
6232,375,广州,线上,Male,35-39,Weekend,当季新品,2,298.0,2,2,59
6233,98,成都,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
6234,21,北京,线下,Female,30-34,Weekday,袜子,1,39.0,1,1,9
6235,146,杭州,线下,Male,<20,Weekend,T恤,1,198.0,1,2,49
6236,312,杭州,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
6237,360,成都,线下,Male,30-34,Weekday,当季新品,1,149.0,1,1,59
6238,46,武汉,线下,Female,20-24,Weekday,T恤,2,198.0,2,2,49
6239,648,西安,线下,Female,25-29,Weekend,T恤,3,297.0,3,3,49
6240,496,上海,线下,Male,25-29,Weekend,T恤,1,79.0,1,1,49
6241,245,杭州,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
6242,442,西安,线下,Female,35-39,Weekend,运动,1,95.0,1,1,49
6243,802,西安,线下,Female,35-39,Weekend,T恤,4,296.0,4,4,49
6244,796,深圳,线下,Female,30-34,Weekday,牛仔裤,1,118.0,1,2,69
6245,255,杭州,线下,Female,30-34,Weekend,T恤,2,78.0,2,2,49
6246,70,深圳,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
6247,616,成都,线下,Male,35-39,Weekday,T恤,1,59.0,1,1,49
6248,19,南京,线下,Male,45-49,Weekend,T恤,1,79.0,1,1,49
6249,442,西安,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
6250,315,武汉,线下,Female,25-29,Weekday,毛衣,1,199.0,1,1,99
